Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By sex,Male,Visit count,1138207,176296,792668,1483747,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By age,0-17 years old,Visit count,,,,,No
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By age,18-44 years old,Visit count,1440709,193543,1061364,1820054,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By age,45-64 years old,Visit count,659710,98468,466713,852707,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By age,65+ years old,Visit count,341842,69273,206066,477617,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic White,Visit count,1696155,233659,1238183,2154127,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic Black,Visit count,448280,114621,223622,672937,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By race/ethnicity,Hispanic,Visit count,281196,65930,151973,410418,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,Northeast,Visit count,505453,124225,261972,748934,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,Midwest,Visit count,,,,,No
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,South,Visit count,970406,203009,572508,1368304,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By region,West,Visit count,628790,145855,342915,914665,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Private insurance,Visit count,712139,150165,417815,1006462,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Medicare,Visit count,385319,79365,229763,540875,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Medicaid,Visit count,820944,170208,487337,1154552,Yes
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Uninsured,Visit count,,,,,No
2020,By reason for visit,7,"7. Pain, site not referable to a specific body system",By primary payment source,Other,Visit count,,,,,No
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,Total,All visits,Visit count,2441352,290412,1872144,3010560,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By sex,Female,Visit count,1103893,175649,759620,1448166,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By sex,Male,Visit count,1337459,214354,917326,1757592,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By age,0-17 years old,Visit count,347537,100501,150554,544520,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By age,18-44 years old,Visit count,898850,162230,580880,1216820,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By age,45-64 years old,Visit count,499250,102224,298891,699609,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By age,65+ years old,Visit count,695715,146419,408734,982696,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By race/ethnicity,Non-Hispanic White,Visit count,1681358,204477,1280583,2082132,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By race/ethnicity,Non-Hispanic Black,Visit count,373378,93971,189194,557562,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By race/ethnicity,Hispanic,Visit count,,,,,No
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By region,Northeast,Visit count,319482,85949,151022,487942,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By region,Midwest,Visit count,576483,127057,327452,825514,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By region,South,Visit count,884039,194071,503660,1264417,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By region,West,Visit count,661348,152675,362105,960591,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Private insurance,Visit count,471283,129823,216830,725735,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Medicare,Visit count,705550,145843,419699,991402,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Medicaid,Visit count,865600,152045,567592,1163607,Yes
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Uninsured,Visit count,,,,,No
2020,By reason for visit,8,8. Other symptoms/problems related to psychological and mental disorders,By primary payment source,Other,Visit count,,,,,No
2020,By reason for visit,9,9. Back symptoms,Total,All visits,Visit count,2349663,346887,1669764,3029562,Yes
2020,By reason for visit,9,9. Back symptoms,By sex,Female,Visit count,1344567,242335,869591,1819543,Yes
2020,By reason for visit,9,9. Back symptoms,By sex,Male,Visit count,1005096,157391,696610,1313582,Yes
2020,By reason for visit,9,9. Back symptoms,By age,0-17 years old,Visit count,,,,,No
2020,By reason for visit,9,9. Back symptoms,By age,18-44 years old,Visit count,958425,153913,656755,1260095,Yes
2020,By reason for visit,9,9. Back symptoms,By age,45-64 years old,Visit count,747346,125378,501604,993087,Yes
2020,By reason for visit,9,9. Back symptoms,By age,65+ years old,Visit count,475601,102622,274461,676741,Yes
2020,By reason for visit,9,9. Back symptoms,By race/ethnicity,Non-Hispanic White,Visit count,1461337,238625,993631,1929042,Yes
2020,By reason for visit,9,9. Back symptoms,By race/ethnicity,Non-Hispanic Black,Visit count,,,,,No
2020,By reason for visit,9,9. Back symptoms,By race/ethnicity,Hispanic,Visit count,380848,89857,204728,556969,Yes
2020,By reason for visit,9,9. Back symptoms,By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2020,By reason for visit,9,9. Back symptoms,By region,Northeast,Visit count,427052,101303,228497,625606,Yes
2020,By reason for visit,9,9. Back symptoms,By region,Midwest,Visit count,343645,66905,212512,474779,Yes
2020,By reason for visit,9,9. Back symptoms,By region,South,Visit count,1106322,301975,514451,1698193,Yes
2020,By reason for visit,9,9. Back symptoms,By region,West,Visit count,472644,120697,236078,709210,Yes
2020,By reason for visit,9,9. Back symptoms,By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2020,By reason for visit,9,9. Back symptoms,By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2020,By reason for visit,9,9. Back symptoms,By primary payment source,Private insurance,Visit count,609055,106256,400794,817316,Yes
2020,By reason for visit,9,9. Back symptoms,By primary payment source,Medicare,Visit count,487871,105841,280422,695320,Yes
2020,By reason for visit,9,9. Back symptoms,By primary payment source,Medicaid,Visit count,655188,160442,340723,969654,Yes
2020,By reason for visit,9,9. Back symptoms,By primary payment source,Uninsured,Visit count,,,,,No
2020,By reason for visit,9,9. Back symptoms,By primary payment source,Other,Visit count,,,,,No
2020,By reason for visit,10,"10. Accident, not otherwise specified",Total,All visits,Visit count,2273969,284628,1716098,2831840,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By sex,Female,Visit count,1282181,199670,890827,1673534,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By sex,Male,Visit count,991789,151286,695269,1288308,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By age,0-17 years old,Visit count,444399,99145,250075,638722,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By age,18-44 years old,Visit count,,,,,No
2020,By reason for visit,10,"10. Accident, not otherwise specified",By age,45-64 years old,Visit count,516801,120788,280057,753544,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By age,65+ years old,Visit count,995780,163828,674676,1316883,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By race/ethnicity,Non-Hispanic White,Visit count,1713763,242122,1239204,2188323,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By race/ethnicity,Non-Hispanic Black,Visit count,356426,91023,178022,534831,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By race/ethnicity,Hispanic,Visit count,,,,,No
2020,By reason for visit,10,"10. Accident, not otherwise specified",By race/ethnicity,Non-Hispanic other,Visit count,,,,,No
2020,By reason for visit,10,"10. Accident, not otherwise specified",By region,Northeast,Visit count,,,,,No
2020,By reason for visit,10,"10. Accident, not otherwise specified",By region,Midwest,Visit count,520569,108730,307458,733680,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By region,South,Visit count,904317,156475,597625,1211009,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By region,West,Visit count,,,,,No
2020,By reason for visit,10,"10. Accident, not otherwise specified",By metropolitan statistical area (MSA),MSA,Visit count,,,,,No
2020,By reason for visit,10,"10. Accident, not otherwise specified",By metropolitan statistical area (MSA),Non-MSA,Visit count,,,,,No
2020,By reason for visit,10,"10. Accident, not otherwise specified",By primary payment source,Private insurance,Visit count,480013,103298,277548,682477,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By primary payment source,Medicare,Visit count,902682,136814,634526,1170837,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By primary payment source,Medicaid,Visit count,425059,96299,236312,613806,Yes
2020,By reason for visit,10,"10. Accident, not otherwise specified",By primary payment source,Uninsured,Visit count,,,,,No
2020,By reason for visit,10,"10. Accident, not otherwise specified",By primary payment source,Other,Visit count,,,,,No
2016,By reason for visit,0,All reasons,Total,All visits,"Visit rate (per 1,000 people)",458,28,404,512,Yes
2016,By reason for visit,0,All reasons,By sex,Female,"Visit rate (per 1,000 people)",490,29,433,547,Yes
2016,By reason for visit,0,All reasons,By sex,Male,"Visit rate (per 1,000 people)",425,26,373,476,Yes
2016,By reason for visit,0,All reasons,By age,0-17 years old,"Visit rate (per 1,000 people)",437,39,362,513,Yes
2016,By reason for visit,0,All reasons,By age,18-44 years old,"Visit rate (per 1,000 people)",495,30,435,555,Yes
2016,By reason for visit,0,All reasons,By age,45-64 years old,"Visit rate (per 1,000 people)",412,25,362,461,Yes
2016,By reason for visit,0,All reasons,By age,65+ years old,"Visit rate (per 1,000 people)",482,36,411,553,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",448,29,392,503,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",789,74,644,933,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",404,43,319,489,Yes
2016,By reason for visit,0,All reasons,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",172,23,127,216,Yes
2016,By reason for visit,0,All reasons,By region,Northeast,"Visit rate (per 1,000 people)",442,51,341,542,Yes
2016,By reason for visit,0,All reasons,By region,Midwest,"Visit rate (per 1,000 people)",469,56,359,580,Yes
2016,By reason for visit,0,All reasons,By region,South,"Visit rate (per 1,000 people)",446,44,358,533,Yes
2016,By reason for visit,0,All reasons,By region,West,"Visit rate (per 1,000 people)",479,65,352,606,Yes
